대여소_구,대여소명,설치일자
송파구,1222. 잠실새내역 5번 출구 뒤,2017-04-24 13:32
송파구,1224. 아시아지하보도 2번 출구,2017-04-24 13:35
송파구,1226. 잠실4동 주민센터 옆,2017-06-27 13:38
송파구,1227. 거여역 8번출구 뒤,2017-06-27 13:41
송파구,1228. 마천사거리 ,2017-06-27 13:43
송파구,1229. 송파체육문화회관 앞,2017-04-24 13:36
송파구,1230. 송파중학교 정문,2017-06-27 13:44
송파구,1231. 잠실역 6번출구,2017-06-22 10:20
송파구,1232. 롯데마트 주차장 옆,2017-06-22 10:20
송파구,1233. 잠실3거리(갤러리아팰리스),2017-04-24 13:37
송파구,1235. 잠실트리지움310동 옆,2017-04-24 13:38
송파구,1239. 문정 법조단지3,2017-06-27 13:52
송파구,1240. 문정 법조단지4,2017-06-27 13:53
송파구,1241. 문정 법조단지5,2017-06-27 13:54
송파구,1242. 문정 법조단지6,2017-06-27 13:54
송파구,1243. 문정 법조단지7,2017-06-27 13:55
송파구,1244. 문정 법조단지8,2017-06-27 13:56
송파구,1245. 문정 법조단지9,2017-06-27 13:57
송파구,1246. 문정 법조단지10,2017-06-27 13:58
송파구,1247. 문정 법조단지11,2017-06-27 14:00
송파구,1248. 방이초등학교,2017-06-27 14:01
송파구,1249. 아주중학교건너편,2017-06-27 14:03
송파구,1250.문정2동 주민센터,2017-10-18 11:18
송파구,1251. 석촌역 2번출구,2017-11-01 16:00
송파구,1253. 오금역 3번 출구 뒤,2017-11-01 16:00
송파구,1256. 문정현대아파트 교차로,2017-11-01 16:00
송파구,1257. 가락시장역 롯데마트앞,2017-11-01 16:00
송파구,1258. 가락미륭아파트 앞,2017-11-01 16:00
송파구,1259. 방이역 1번출구,2017-11-01 16:00
송파구,1260. 방이동 한양3차아파트 옆,2017-11-01 16:00
송파구,1262. 송파여성문화회관 앞,2017-11-01 16:00
송파구,1263. 장지공영차고지,2017-11-01 16:00
송파구,1264. 천호역 10번 출구 앞,2017-11-01 16:00
송파구,1265. 문정동 근린공원,2017-11-01 16:00
송파구,1266. 문정동 글샘 공원,2017-11-01 16:00
송파구,1267. 올림픽공원 남2문 앞,2017-11-01 16:00
송파구,1268. 몽촌토성역 1번출구 옆,2017-11-01 16:00
송파구,1269. 리센츠아파트 ,2017-11-01 16:00
송파구,1271. 송파도서관,2017-11-01 16:00
송파구,1274. 영파여고 앞,2017-11-01 16:00
송파구,1275. 거여초등학교 옆,2017-12-22 14:47
송파구,1277. 오금동 송파 참병원,2018-02-26 11:48
송파구,1278. 송파구청 교차로,2018-02-26 11:50
송파구,1279. 마천금호어울림 1차아파트 건너편,2018-02-26 11:53
송파구,1280. 송파파크데일 2단지입구 앞 주차장,2018-02-26 11:54
송파구,1282. 송파소방서 맞은편(성내4교),2018-02-26 11:56
송파구,1283. 오금공원 사거리,2018-02-26 11:56
송파구,1285. 위례별 유치원 뒤,2018-02-26 11:59
송파구,1286. 위례중앙푸르지오 1단지 앞,2018-02-26 12:00
송파구,1287. 위례아이파크 101동 맞은편,2018-02-26 12:00
송파구,1288. 문정중교 사거리,2018-02-26 12:02
송파구,1289. 풍납동 자전거보관소,2018-02-26 12:05
송파구,위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,2018.09.14
송파구,서울체육고등학교 앞,2018.09.07
송파구,석촌호교차로(스타벅스 앞),2018.09.12
송파구,잠실역 8번출구,2018.09.07
송파구,석촌호수교차로(송파나루근린공원 앞),2018.11.05
송파구,석촌호수교차로(동호 팔각정 앞),2018.09.07
송파구,송파소방서(방이119안전센터),2018.09.11
송파구,오륜사거리,2018.10.25
송파구,석촌호수 서호사거리,2018.09.12
송파구,송파 글마루 도서관,2018.09.14
송파구,삼표레이콘 앞,2018.09.14
송파구,복정역 1번 출구 앞,2018.09.14
송파구,위례동주민센터 맞은편 근린공원,2018.09.14
송파구,복정역 2번출구 후문(장지치안센터),2018.11.05
송파구,송파구청,2018.11.12
송파구,보성중고등학교 후문 앞,2018.11.14
송파구,여흥레이크빌 앞(석촌호수 까페거리),2018.11.14
송파구,송파지역자활센터 뒤,2018.11.14
송파구,문정·가락 대여소 앞,2018.11.14
송파구,잠실나들목,2018.11.14
송파구,가락고등학교 앞,2018.11.14
송파구,테라타워2,2018.11.14
송파구,거여동 사거리,2018.11.27
송파구,가락삼환아파트 앞,2018.11.27
송파구,삼전역 1번출구,2018.12.03
송파구,석촌고분역 4번출구,2018.11.14
송파구,송파나루역 4번 출구옆,2018.11.14
송파구,한성백제역 2번 출구,2018.11.14
송파구,올림픽공원역 3번출구,2018.11.14
양천구,700. KB국민은행 염창역 지점 앞,2016-06-29 12:00
양천구,701. 목동사거리 부근,2016-06-29 12:00
양천구,702. 목4동주민센터 옆,2016-06-29 12:00
양천구,703. 오목교역 7번출구 앞,2016-06-29 12:00
양천구,704. 남부법원검찰청 교차로,2016-06-29 12:00
양천구,706. 신정네거리역,2016-06-29 12:00
양천구,707. 신정3동주민센터,2016-06-29 12:00
양천구,708. 서울출입국관리사무소 앞,2016-06-29 12:00
양천구,709. 신정3동 현장민원실 앞,2016-06-29 12:00
양천구,710. 서부화물트럭터미널 사거리,2016-06-29 12:00
양천구,711. 신일해피트리아파트 앞,2016-06-29 12:00
양천구,712. 강월초교입구 사거리,2016-06-29 12:00
양천구,713. 양서중학교 옆,2016-06-29 12:00
양천구,714. 한국SGI 양천문화회관 앞,2016-06-29 12:00
양천구,716.신정6동 주민센터 인근,2016-07-06 12:00
양천구,719. 홍익병원앞 교차로,2016-07-06 12:00
양천구,720. 서울강월초등학교 앞,2016-07-06 12:00
양천구,722. LG전자베스트샵 신정점 ,2017-11-01 16:00
양천구,723. SBS방송국,2017-11-01 16:00
양천구,724. 계남공원 입구 주출입구 좌측,2017-11-01 16:00
양천구,725. 양강중학교앞 교차로,2017-11-01 16:00
양천구,726. 목동3단지 시내버스정류장,2017-11-01 16:00
양천구,729. 서부식자재마트 건너편,2017-11-01 16:00
양천구,731. 서울시 도로환경관리센터,2017-11-01 16:00
양천구,732. 신월동 이마트,2017-11-01 16:00
양천구,733. 신정이펜하우스314동,2017-11-01 16:00
양천구,734. 신트리공원 입구,2017-11-01 16:00
양천구,735. 영도초등학교,2017-11-01 16:00
양천구,736. 오솔길공원,2017-11-01 16:00
양천구,737. 장수공원,2017-11-01 16:00
양천구,739. 신월사거리,2017-11-01 16:00
양천구,740. 으뜸공원,2017-11-01 16:00
양천구,741. 화곡로 입구 교차로,2017-11-01 16:00
양천구,742. 등촌역 5번 출구 뒤,2017-11-01 16:00
양천구,743. 현대6차아파트 101동 옆,2017-11-01 16:00
양천구,744. 신목동역 2번 출구,2017-11-01 16:00
양천구,745. 강서초등학교,2017-11-01 16:00
양천구,746. 목동2단지 상가,2017-11-01 16:00
양천구,747. 목동3단지 상가,2017-11-01 16:00
양천구,748. 목동운동장,2017-11-01 16:00
양천구,이대 목동병원 앞,2018.7.4개통
양천구,750. 연의근린공원 건너편,2018-02-26 11:37
양천구,752. 성원2차 아파트,2018-02-26 11:39
양천구,목동1단지아파트 118동 앞(월촌초등학교 정류소 옆),2018.09.27
양천구,목동1단지아파트 상가 앞(월촌중학교 버스정류소 옆),2018.09.27
양천구,목동주차장,2018.09.27
양천구,신정이펜하우스1단지아파트 입구 사거리,2018.09.27
양천구,한사랑교회 앞,2018.09.27
양천구,보아스아파트 앞,2018.09.20
양천구, 잣절보도육교 아래,2018.10.15
양천구, 오목로 무중력지대 앞,2018.09.27
양천구,목동11단지 아파트,2018.11.05
양천구,목동청소년수련관,2018.10.26
양천구,765. 오목교역 3번출구,2019.01.02
양천구,신목동역 3번출구,2019.03.12
영등포구,200. 국회의원회관,2015-09-11 21:07
영등포구,201. 진미파라곤 앞,2015-09-11 21:17
영등포구,202. 국민일보 앞,2015-09-11 21:20
영등포구,203. 국회의사당역 3번출구 옆,2015-09-17 15:07
영등포구,204. 국회의사당역 5번출구 옆,2015-09-17 15:06
영등포구,205. 산업은행 앞,2015-09-17 15:08
영등포구,206. KBS 앞,2015-09-17 15:09
영등포구,207. 여의나루역 1번출구 앞,2015-09-17 15:33
영등포구,209. 유진투자증권빌딩 앞,2015-09-17 15:10
영등포구,210. IFC몰,2015-09-17 15:11
영등포구,211. 여의도역 4번출구 옆,2015-09-17 15:12
영등포구,212. 여의도역 1번출구 옆,2015-09-17 15:12
영등포구,213. KT앞,2015-09-17 15:13
영등포구,214. 금융감독원 앞,2015-09-17 15:14
영등포구,215. 여의도고교 앞,2015-09-17 15:18
영등포구,216. 삼부아파트1동 앞,2015-09-17 15:19
영등포구,217. NH농협은행 앞,2015-09-17 15:20
영등포구,218. 증권거래소 앞,2015-09-17 15:15
영등포구,219. 롯데캐슬엠파이어 옆,2015-09-17 15:17
영등포구,220. 미성아파트 A동 앞,2015-09-17 15:18
영등포구,221. 여의도초교 앞,2015-09-17 15:20
영등포구,222. 시범아파트버스정류장 옆,2015-09-17 15:21
영등포구,223. 진주아파트상가 앞,2015-09-17 15:21
영등포구,224. 롯데캐슬 앞,2015-09-17 15:22
영등포구,225. 앙카라공원 앞,2015-09-17 15:23
영등포구,226. 샛강역 1번출구 앞,2015-09-17 15:24
영등포구,227. 양평2나들목 보행통로 입구,2016-06-29 12:00
영등포구,228. 선유도역 3번출구 앞,2016-06-29 12:00
영등포구,229. 양평1 보행육교 앞,2016-06-29 12:00
영등포구,230. 영등포구청역 1번출구,2016-07-06 12:00
영등포구,231. 남부고용노동지청 남측,2016-06-29 12:00
영등포구,232. 양평우림 이비즈센타 앞,2016-06-29 12:00
영등포구,233. YP 센터 앞,2016-06-29 12:00
영등포구,234. 영등포구민체육센터 앞,2016-06-29 12:00
영등포구,235. 신길동 우리은행 옆,2016-06-29 12:00
영등포구,236. 문래동자이아파트 앞,2016-06-29 12:00
영등포구,237. 보라매 두산위브 건너편,2016-06-29 12:00
영등포구,238. 제2구민체육센타 앞,2016-06-29 12:00
영등포구,239. 유스호스텔 앞,2016-06-29 12:00
영등포구,240. 문래역 4번출구 앞,2016-06-29 12:00
영등포구,241. 신길우성1차아파트 앞 공원,2016-06-29 12:00
영등포구,242. 신길선원가와인아파트 앞,2016-06-29 12:00
영등포구,243. 이앤씨드림타워 앞,2016-06-29 12:00
영등포구,244. 영등포삼환아파트 앞,2016-06-29 12:00
영등포구,245. 삼성생명 당산사옥 앞,2016-06-29 12:00
영등포구,247. 당산역 10번출구 앞,2016-06-29 12:00
영등포구,248. 초원아파트 앞,2016-06-29 12:00
영등포구,249. 여의도중학교 옆,2016-06-29 12:00
영등포구,250. 대림아파트 사거리,2016-06-29 12:00
영등포구,251. 서울지방병무청 버스정류장,2016-06-29 12:00
영등포구,252. 보라매역4번출구,2016-06-29 12:00
영등포구,253. 신풍역 5번출구 인근,2016-06-29 12:00
영등포구,254. 도림신협 앞,2016-06-29 12:00
영등포구,255. 도림4거리,2016-06-29 12:00
영등포구,256. 동아에코빌입구,2016-06-29 12:00
영등포구,257. 신길삼거리(우리은행),2016-06-29 12:00
영등포구,258. 신길역3번출구,2016-06-29 12:00
영등포구,259. 대방역6번출구,2016-06-29 12:00
영등포구,260. 여의도 마리나선착장 앞,2016-07-06 12:00
영등포구,262. 영문초등학교 사거리,2016-07-06 12:00
영등포구,263. 근로자회관 사거리,2016-07-06 12:00
영등포구,264. 교보생명보험 앞,2016-07-06 12:00
영등포구,265. 영등포유통상가 사거리,2016-07-06 12:00
영등포구,266. 영등포청과시장 사거리,2016-07-06 12:00
영등포구,267. 삼성화재 사옥 옆,2016-07-06 12:00
영등포구,268. 그랜드컨벤션센터 앞,2016-07-06 12:00
영등포구,270. 증권거래소후문교차로,2016-07-06 12:00
영등포구,271. 샛강생태공원방문자센터 앞,2016-07-06 12:00
영등포구,272. 당산육갑문,2016-07-06 12:00
영등포구,274. 영등포역지하쇼핑센타 5번출구,2017-11-28 11:52
영등포구,275. 신동아아파트,2017-11-28 11:53
영등포구,276. SK 영등포주유소,2017-11-28 11:53
영등포구,277. 영등포뉴타운지하상가 2번게이트,2017-11-28 11:54
영등포구,278. 쌍용플레티넘오피스텔,2017-11-28 11:55
영등포구,279. 영등포 푸르지오 아파트,2017-12-22 14:36
영등포구,양평동6차현대아파트 앞,2018.09.28
영등포구,신동아아파트 앞,2018.09.28
영등포구,신한은행,2018.09.28
영등포구,아크로타워 스퀘어(영등포시장),2018.09.28
영등포구,센트럴 푸르지오 시티 앞,2018.09.28
영등포구,대림3동사거리(하나은행),2018.09.28
영등포구,우성아파트 교차로,2018.09.28
영등포구,영등포전화국사거리(서강어린이공원),2018.09.28
영등포구,쌍용예가(구청별관),2018.12.06
영등포구,대림3동사거리,2018.11.21
영등포구,당산동 SK V1 빌딩,2018.12.04
영등포구,문래동 하이테크 시티,2018.11.21
영등포구,영일 어린이공원,2018.11.21
영등포구,충북 미래관,2018.12.04
용산구,800. 목월공원 앞,2016-06-29 12:00
용산구,802. 한강진역 2번 출구 앞,2016-06-29 12:00
용산구,803. 한남초교 앞 보도육교,2016-06-29 12:00
용산구,805. 문배어린이공원 앞,2016-06-29 12:00
용산구,806. 전자랜드 본관 앞,2016-06-29 12:00
용산구,807. 서울역 12번 출구 앞,2016-06-29 12:00
용산구,808. 서빙고동 금호맨션 앞,2016-06-29 12:00
용산구,809. 한남 유수지 복개주차장,2016-06-29 12:00
용산구,810. 이태원지하보도,2016-06-29 12:00
용산구,811. 녹사평역1번출구,2016-06-29 12:00
용산구,812. 용산전쟁기념관,2016-06-29 12:00
용산구,813. 삼각지역 3번출구,2016-06-29 12:00
용산구,815. LIG강촌아파트 103동앞,2016-06-29 12:00
용산구,816. 신용산역 6번출구 앞,2016-07-06 12:00
용산구,817. 삼각지역 4번출구 앞,2016-07-06 12:00
용산구,818. 숙명여대 입구 교차로,2016-07-06 12:00
용산구,819. 선린인터넷 고등학교,2016-07-06 12:00
용산구,820. 청파동입구 교차로,2016-07-06 12:00
용산구,822. 이촌1동 마을공원,2016-07-06 12:00
용산구,효창동주민센터 앞,2016-07-06 12:00
용산구,825. 서빙고동 주민센터 앞,2016-07-06 12:00
용산구,827. 국군복지단,2017-11-28 11:56
용산구,828. 숙대입구역 8번,2017-11-28 11:57
용산구,829. 베르가모앞,2017-11-28 11:57
용산구,830. 청암자이아파트앞,2017-11-28 11:58
용산구,831. 이태원관광특구입구,2017-11-28 11:59
용산구,832. 이촌1동 주민센터 뒤,2017-12-22 14:16
용산구,834. 효창공원앞역 3번출구 뒤,2017-12-22 14:18
용산구,835. 남영역 건너편,2017-12-22 14:20
용산구,836. 현대자동차서비스 앞,2017-12-22 14:21
용산구,837. 한남나들목 입구,2017-12-22 14:22
용산구,숙대입구역 4번출구,2018.12.14
용산구,보광동 삼성리버빌아파트 앞,2018.12.14
용산구,용산 파크타워 앞,2018.10.12
용산구,신용산역 1번 출구,2018.10.12
용산구,녹사평역 광장,2018.10.07
용산구,이촌2동 동원베네스트 아파트 앞,2018.10.19
용산구,용산 선인상가,2018.09.09
용산구,용산중학교,2018.12.14
은평구,900. 은평예술회관,2016-09-02 11:00
은평구,901. 응암1동사무소,2016-09-02 11:00
은평구,902. 진관동 은빛초등학교,2016-09-02 11:00
은평구,903. 은평뉴타운 아이파크,2016-09-02 11:00
은평구,904. 은평뉴타운 푸르지오,2016-09-02 11:00
은평구,905. 구파발역 2번출구,2016-09-02 11:00
은평구,906. 연신내역 5번출구150M 아래,2016-09-02 11:00
은평구,907. CJ 드림시티,2016-09-02 11:00
은평구,908. 구산역 4번출구,2016-09-02 11:00
은평구,909. 백련산 힐스테이트 3차,2016-09-02 11:00
은평구,911. 은평평화공원(역촌역4번출구),2016-09-02 11:00
은평구,912. 응암오거리,2016-09-02 11:00
은평구,913. 이마트 은평점,2016-09-02 11:00
은평구,914. 새절역 2번출구,2016-09-02 11:00
은평구,915. 증산역 4번출구,2016-09-02 11:00
은평구,916. 평생학습관 앞,2016-09-02 11:00
은평구,917. 녹번역 4번출구,2016-09-02 11:00
은평구,919. 서울혁신파크,2016-09-02 11:00
은평구,921. 신도고등학교,2016-09-02 11:00
은평구,922. 연신내역 4번출구,2016-09-02 11:00
은평구,923. 국민은행 연서지점,2016-09-02 11:00
은평구,924. 메뚜기다리,2016-09-02 11:00
은평구,925. 불광역 2번출구,2016-09-02 11:00
은평구,926. 불광역 8번출구,2016-09-02 11:00
은평구,927. 연신내역 3번출구 인근,2016-09-02 11:00
은평구,928. 은평역사한옥박물관,2016-09-02 11:00
은평구,930. 구 서부경찰서 건너편,2016-09-02 11:00
은평구,931. 역촌파출소,2016-09-02 11:00
은평구,932. 예일여중,2016-09-02 11:00
은평구,933. LG서비스 역촌점,2016-09-02 11:00
은평구,934. 신사동 성당,2017-11-01 16:00
은평구,935. 역촌역 1번 출구,2017-11-01 16:00
은평구,937. 상림마을 롯데캐슬2단지 옆,2017-11-01 16:00
은평구,938. 금암 문화공원,2017-11-01 16:00
은평구,939. 은평구청 교차로,2017-11-01 16:00
은평구,941. 은평뉴타운 도서관,2017-11-01 16:00
은평구,942. 상림마을 생태공원,2017-11-01 16:00
은평구,943. 은평구청 보건소,2017-11-01 16:00
은평구,945. 기자촌 사거리,2017-11-01 16:00
은평구,독바위역,2018. 5. 30 개통
은평구,947. 연신내 선일하이츠빌 정류소,2017-11-01 16:00
은평구,948. 디지털미디어 시티역 4번출구,2017-11-01 16:00
은평구,949. 연신내역 1번 출구 ,2017-11-01 16:00
은평구,950. 구산역 2번 출구 ,2017-11-01 16:00
은평구,951. 연신내역 6번출구옆,2017-11-01 16:00
은평구,952. 서울연신중학교,2017-11-01 16:00
은평구,953. 서울연신초등학교,2017-11-01 16:00
은평구,954. 은평뉴타운구파발9단지,2017-11-28 12:00
은평구,956. 응암시장교차로,2017-11-28 12:01
은평구,신한은행 응암동 지점 앞,2018.10.16
은평구,구파발10단지 인근,2018.10.18
은평구,구파발역 환승센터,2018.10.18
은평구,불광역 9번 출구,2018.10.18
은평구,은평뉴타운 힐데스하임,2018.10.18
은평구,대호프라자아파트,2018.10.16
은평구,북한산힐스테이트 7차아파트,2018.10.16
은평구,서울특별시 은평병원,2018.10.16
은평구,서울혁신파크1,2018.08.28
은평구,서울혁신파크2,2018.08.29
은평구,은평뉴타운 상림마을 13단지,2018.10.18
은평구,은평 지웰테라스,2018.12.14
은평구,역촌 센트레빌 아파트,2018.12.14
은평구,수색역,2019.06.14
종로구,301. 경복궁역 7번출구 앞,2015-10-07 12:03
종로구,302. 경복궁역 4번출구 뒤,2015-10-07 12:04
종로구,303. 광화문역 1번출구 앞,2015-10-07 12:05
종로구,304. 광화문역 2번출구 앞,2015-10-07 12:05
종로구,305. 종로구청 옆,2015-10-07 12:06
종로구,306. 광화문역 7번출구 앞,2015-10-07 12:07
종로구,307. 서울역사박물관 앞,2015-10-07 12:09
종로구,308. 광화문 S타워 앞,2015-10-07 12:09
종로구,309. 광화문역 6번출구 옆,2015-10-07 12:10
종로구,314. 국립현대미술관,2015-10-07 12:13
종로구,315. 신한은행 안국역지점 옆,2015-10-07 12:14
종로구,316. 종각역 1번출구 앞,2015-10-07 12:15
종로구,326. 안국역 5번출구 앞,2015-10-07 12:22
종로구,327. 낙원상가 옆,2015-10-07 12:22
종로구,328. 탑골공원 앞,2015-10-07 12:23
종로구,329. 청계2가 사거리 옆,2015-10-07 12:24
종로구,334. 종로3가역 2번출구 뒤,2015-10-07 12:27
종로구,335. 종로3가역 15번출구 앞,2015-10-07 12:28
종로구,337. 창경궁 입구,2015-10-07 12:29
종로구,338. 세운스퀘어 앞,2015-10-07 12:30
종로구,339. 종로4가 사거리,2015-10-07 12:30
종로구,340. 혜화동 로터리,2015-10-07 12:31
종로구,341. 혜화역 3번출구 뒤,2015-10-07 12:32
종로구,342. 대학로 마로니에공원,2015-10-07 12:33
종로구,343. 예일빌딩(율곡로) 앞,2015-10-07 12:34
종로구,344. 성균관대 E하우스 앞,2015-10-07 12:34
종로구,345. 서울보증보험본사 앞,2015-10-07 12:35
종로구,348. 독립문역 사거리,2016-06-01 14:30
종로구,349. 사직동주민센터,2016-06-01 14:30
종로구,351. 청운초교 앞 삼거리,2016-06-01 14:30
종로구,352. 중앙고입구 삼거리,2016-06-01 14:30
종로구,353. 재동초교 앞 삼거리,2016-06-01 14:30
종로구,354. 포르투갈 대사관 앞,2016-06-01 14:30
종로구,355. 서울사대부속초교 앞,2016-06-01 14:30
종로구,356. KT혜화지사 앞,2016-06-01 14:30
종로구,358. 성대입구 사거리,2016-06-01 14:30
종로구,359. 원남동사거리,2016-06-01 14:30
종로구,361. 동묘앞역 1번출구 뒤,2016-06-01 14:30
종로구,362. 청계8가 사거리,2016-06-01 14:30
종로구,363. 신설동역 11번출구 뒤,2016-06-01 14:30
종로구,364. 창신역 1번출구 앞,2016-06-01 14:30
종로구,367. 독립문역 3-1번출구 ,2016-06-01 14:30
종로구,368. SK 서린빌딩 앞,2016-06-01 14:30
종로구,369. 광화문 시민열린마당,2016-06-01 14:30
종로구,385. 종각역 5번출구,2016-07-06 12:00
종로구,386. 올림픽기념 국민생활관 앞,2016-07-06 12:00
종로구,388. 동성중학교 앞,2016-09-02 11:00
종로구,393. 동대문역 8번 출구,2018-01-26 14:06
종로구,394. 경희궁 자이 3단지,2018-01-26 14:07
종로구,395. 경희궁 자이 2단지,2018-01-26 14:08
종로구,397. 종묘공영주차장 건너편,2018-04-30 11:16
종로구,446. 상명대입구,2017-08-01 14:17
종로구,447. 신영동삼거리,2017-08-01 14:18
종로구,449. 일성아파트,2017-08-01 14:20
종로구,450. 효자동 삼거리,2017-09-07 16:05
종로구,451. 청와대앞길,2017-09-07 16:08
종로구,동대문 종합시장 버스정류장,2018.10.23
종로구,종로오가 지하쇼핑센터 14번출구,2018.08.31
종로구,종로2가 버스정류장(종각방향),2018.08.31
종로구,삼익한의원,2018.08.30
종로구,숭인2동 주민센터 입구(이강3대냉면),2018.08.30
종로구,종로꾳시장 입구 옆,2018.08.30
종로구,광화문역 5번출구,2018.08.31
종로구,서울지방경찰청,2018.10.29
중구,300. 정동사거리,2015-10-07 12:03
중구,310. 청계광장 옆,2015-10-07 12:11
중구,311. 서울광장 옆,2015-10-07 12:11
중구,312. 시청역 1번출구 뒤,2015-10-07 12:12
중구,313. 서울역 광장 파출소 옆,2015-10-07 12:13
중구,318. 광교사거리 남측,2015-10-07 12:16
중구,320. 을지로입구역 4번출구 앞,2015-10-07 12:18
중구,321. KEB 하나은행 본점 앞,2015-10-07 12:19
중구,322. 명동성당 앞,2015-10-07 12:19
중구,324. 신세계백화점 본점 앞,2015-10-07 12:21
중구,330. 청계천 한빛광장,2015-10-07 12:25
중구,331. 을지로2가 사거리 북측,2015-10-07 12:25
중구,을지로2가 사거리 남측,2015-10-07 12:25
중구,336. 티마크 호텔 앞,2015-10-07 12:29
중구,346. 맥스타일 앞,2015-10-07 12:36
중구,347. 동대문역사문화공원역 9번출구 앞,2015-10-07 12:37
중구,370. 시청역(2호선) 9번출구 뒤,2016-06-15 9:30
중구,371. 동대입구역 6번출구 뒤,2016-06-15 9:30
중구,372. 약수역 3번출구 뒤,2016-06-15 9:30
중구,373. 청구 어린이공원,2016-06-15 9:30
중구,374. 청구역 2번출구 앞,2016-06-15 9:30
중구,375. 다산 어린이공원,2016-06-15 9:30
중구,378. 청계7가 사거리,2016-06-15 9:30
중구,379. 서울역9번출구,2016-06-15 9:30
중구,380. CJ제일제당 앞,2016-06-15 9:30
중구,381. 장충체육관,2016-06-15 9:30
중구,382. 약수역 10번출구 앞,2016-06-15 9:30
중구,383. 신당역 12번 출구 뒤,2016-06-15 9:30
중구,384. 종로학원본원 ,2016-06-15 9:30
중구,387. 훈련원공원주차장 앞,2016-07-06 12:00
중구,389. 을지로4가역 1번출구,2017-08-03 10:49
중구,390. 충무로역 1번출구,2017-08-03 10:51
중구,391. 정동길입구,2017-09-04 13:09
중구,을지로3가역 3번출구,2018.10.26
중구,서울역 센트럴 자이아파트,2018.10.12
중구,명보사거리,2018.10.22
중구,송도병원,2018.10.22
중구,KEB하나은행 장충동지점,2018.11.02
중구,청계천 영도교,2018.10.23
중구,을지로입구역 2번출구,2018.12.14
중구,신당 레미안 버스정류장,2018.12.06
중구,SK 남산빌딩,2018.12.06
중구,826. 서울역 서부교차로2,2017-08-03 13:14
중랑구,1401. 극동늘푸른아파트,2017-04-26 14:48
중랑구,1402. 금란주차장 앞,2017-04-26 14:51
중랑구,1403. 중화빌딩 앞 (동부시장),2017-04-26 14:55
중랑구,1404. 동일로 지하차도,2017-05-02 13:35
중랑구,1405. 망우역 1번출구,2017-04-26 14:56
중랑구,1406. 망우청소년수련관,2017-04-26 14:57
중랑구,1407. 먹골역 1번출구 뒤,2017-06-22 10:29
중랑구,1408. 먹골역 6번출구 앞,2017-04-26 14:58
중랑구,1410. 면목 대원칸타빌아파트,2017-04-26 14:59
중랑구,1411. 상봉시장앞 교차로 한성빌딩 앞,2017-06-27 15:12
중랑구,1412. 면목초등학교,2017-04-26 15:00
중랑구,1413. 봉화산역 5번출구 뒤,2017-04-26 15:01
중랑구,1414. 사가정역 1번출구,2017-06-22 10:31
중랑구,1416. 상봉역 3번출구,2017-06-22 10:32
중랑구,1418. 새솔초등학교,2017-04-26 15:04
중랑구,1420. 신내어울공원 앞,2017-04-26 15:06
중랑구,1421. 신내역 4번출구,2017-04-26 15:07
중랑구,1422. 신내우디안아파트 1단지,2017-04-26 15:08
중랑구,1424. 양원역 2번출구,2017-04-26 15:08
중랑구,1425. 용마문화복지센터,2017-04-26 15:09
중랑구,1426. 면목도시개발아파트 1동 앞,2017-04-26 15:10
중랑구,1427. 용마산역 1번출구,2017-06-22 10:34
중랑구,1428. 원묵고등학교,2017-06-22 10:35
중랑구,1429. 장안중학교,2017-06-22 10:36
중랑구,1430. 중랑구청,2017-06-22 10:37
중랑구,1431. 중랑구청 사거리,2017-06-22 10:38
중랑구,1433. 중화역 2번출구,2017-06-22 10:38
중랑구,1434. 홈플러스 면목동점,2017-04-26 15:12
중랑구,1435. 능산삼거리,2017-04-26 15:13
중랑구,1436. 영풍마드레빌,2017-04-26 15:15
중랑구,1437. 늘푸른공원 앞,2017-04-26 15:16
중랑구,1438. 홈플러스 신내점 앞,2017-04-26 15:16
중랑구,1440. 하나은행 면목지점,2017-08-01 16:42
중랑구,1441. 신내능말공원,2017-04-26 15:05
중랑구,1442. (구)신한은행 중랑교지점,2017-11-01 16:00
중랑구,1443. 구립망우청소년독서실,2017-11-01 16:00
중랑구,1444. 면목4치안센터,2017-11-01 16:00
중랑구,1445. 용마지구대,2017-11-01 16:00
중랑구,1446. 중랑전화국 교차로,2017-11-01 16:00
중랑구,1447. 면목역 3번출구,2017-11-01 16:00
중랑구,1448. 코스트코 상봉점,2017-11-01 16:00
중랑구,1449. 상봉역 1번출구,2017-11-28 12:02
중랑구,1450. 화랑대역 7번출구,2017-11-28 12:03
중랑구,1451. 중랑세무서,2017-11-28 12:04
중랑구,겸재교 진입부,2017-11-29 12:04
중랑구,1453. 중랑캠핑숲,2017-12-22 14:23
중랑구,1454. 한국전력공사(동대문 중랑지사),2017-12-22 14:24
중랑구,1455. 상봉역 2번 출구,2018-02-13 13:41
중랑구,1456. 상아빌딩(우림시장 교차로),2018-02-26 11:05
중랑구,1457. 동원사거리,2018-02-26 11:06
중랑구,상봉터미널2,2018.11.02
중랑구,용마한신아파트사거리,2018.10.29
